user,item,label,alpha_user,alpha_item,user_deg,item_deg,user_deg_decile,item_deg_decile,pair_id,alpha_user_z,alpha_item_z,alpha_fused
43140,8457,Matched Negative,0.0,0.0,38.0,25.0,2,2,4416,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
12367,34801,Positive,0.07098360359668732,0.0,39.0,18.0,2,0,4417,1.903690957682402,-0.33638976670099674,0.7836505954907026
12367,26016,Matched Negative,0.0,0.0,39.0,18.0,2,0,4417,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
26745,143,Positive,0.0,0.0,38.0,582.0,2,9,4418,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
26745,20763,Matched Negative,0.0,0.0,38.0,148.0,2,9,4418,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
8306,21319,Positive,0.15697821974754333,0.12021857500076294,37.0,51.0,2,6,4419,4.7817282173232485,5.787535946195736,5.284632081759492
8306,29567,Matched Negative,0.0,0.0,37.0,45.0,2,6,4419,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17749,3045,Positive,0.07986844331026077,0.0590277761220932,37.0,487.0,2,9,4420,2.2010456164524737,2.670480976583926,2.4357632965182
17749,5997,Matched Negative,0.0,0.05714285746216774,37.0,577.0,2,9,4420,-0.47196306717492686,2.5744633532826757,1.0512501430538745
20626,2730,Positive,0.0,0.04210526496171951,39.0,118.0,2,9,4421,-0.47196306717492686,1.8084494542410878,0.6682431935330805
20626,15480,Matched Negative,0.0,0.0,39.0,223.0,2,9,4421,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16523,1301,Positive,0.0,0.0,39.0,664.0,2,9,4422,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16523,3740,Matched Negative,0.0,0.0,39.0,114.0,2,9,4422,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2677,10394,Positive,0.0,0.0,38.0,89.0,2,8,4423,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2677,3952,Matched Negative,0.0,0.0,38.0,108.0,2,8,4423,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17868,3901,Positive,0.028790786862373352,0.0,38.0,303.0,2,9,4424,0.49159675823239757,-0.33638976670099674,0.07760349576570041
17868,1916,Matched Negative,0.0,0.0,38.0,122.0,2,9,4424,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
25532,16565,Positive,0.0,0.0,39.0,42.0,2,5,4425,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
25532,21693,Matched Negative,0.0,0.0,39.0,38.0,2,5,4425,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16005,15827,Positive,0.0,0.0,39.0,22.0,2,1,4426,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16005,35315,Matched Negative,0.0,0.0,39.0,21.0,2,1,4426,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
45964,36477,Positive,0.03773584961891174,0.0,38.0,26.0,2,2,4427,0.7909669404073068,-0.33638976670099674,0.227288586853155
45964,9068,Matched Negative,0.0,0.0,38.0,26.0,2,2,4427,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16036,33913,Positive,0.0,0.0,39.0,24.0,2,2,4428,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16036,40622,Matched Negative,0.0,0.0,39.0,25.0,2,2,4428,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
43840,19040,Positive,0.0,0.0,36.0,138.0,2,9,4429,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
43840,1304,Matched Negative,0.0,0.0,36.0,161.0,2,9,4429,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16077,29987,Positive,0.0,0.0,38.0,27.0,2,3,4430,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16077,13241,Matched Negative,0.0,0.0,38.0,29.0,2,3,4430,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
12871,11647,Positive,0.0,0.0,38.0,59.0,2,7,4431,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
12871,4518,Matched Negative,0.0,0.0,38.0,57.0,2,7,4431,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
19808,37323,Positive,0.0,0.0,38.0,42.0,2,5,4432,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
19808,27962,Matched Negative,0.0,0.0,38.0,36.0,2,5,4432,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
42405,6115,Positive,0.0,0.0,36.0,101.0,2,8,4433,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
42405,21952,Matched Negative,0.0,0.0,36.0,75.0,2,8,4433,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
47761,10585,Positive,0.05937499925494194,0.0,37.0,416.0,2,9,4434,1.515178312084191,-0.33638976670099674,0.5893942726915972
47761,3040,Matched Negative,0.0,0.0,37.0,730.0,2,9,4434,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
39426,6283,Positive,0.0,0.0,38.0,194.0,2,9,4435,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
39426,14109,Matched Negative,0.0,0.0,38.0,144.0,2,9,4435,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7087,15247,Positive,0.02850402519106865,0.0,38.0,124.0,2,9,4436,0.48199952050295625,-0.33638976670099674,0.07280487690097975
7087,1729,Matched Negative,0.0,0.0,38.0,301.0,2,9,4436,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
9402,4848,Positive,0.0,0.0,39.0,263.0,2,9,4437,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
9402,6269,Matched Negative,0.0,0.0,39.0,180.0,2,9,4437,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2474,35023,Positive,0.0,0.0,39.0,15.0,2,0,4438,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2474,28468,Matched Negative,0.0,0.0,39.0,12.0,2,0,4438,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
12637,9264,Positive,0.0,0.0,38.0,381.0,2,9,4439,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
12637,2060,Matched Negative,0.0,0.0,38.0,118.0,2,9,4439,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
33504,23377,Positive,0.0,0.0,38.0,52.0,2,6,4440,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
33504,27193,Matched Negative,0.0,0.0,38.0,44.0,2,6,4440,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7536,9589,Positive,0.0,0.0,38.0,76.0,2,8,4441,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7536,638,Matched Negative,0.0,0.0,38.0,75.0,2,8,4441,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
3859,22145,Positive,0.07446808367967606,0.0,39.0,58.0,2,7,4442,2.0203082990718393,-0.33638976670099674,0.8419592661854213
3859,1582,Matched Negative,0.0,0.0,39.0,62.0,2,7,4442,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
13663,160,Positive,0.0,0.05494505539536476,37.0,1328.0,2,9,4443,-0.47196306717492686,2.4625074713512274,0.9952722020881503
13663,826,Matched Negative,0.0,0.0,37.0,161.0,2,9,4443,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
10644,35903,Positive,0.06896551698446274,0.0,37.0,28.0,2,3,4444,1.836150351966158,-0.33638976670099674,0.7498802926325806
10644,4991,Matched Negative,0.0,0.0,37.0,28.0,2,3,4444,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
23575,8154,Positive,0.0,0.0,39.0,116.0,2,9,4445,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
23575,19643,Matched Negative,0.0,0.0,39.0,124.0,2,9,4445,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
13980,19779,Positive,0.0,0.0,39.0,121.0,2,9,4446,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
13980,2456,Matched Negative,0.0,0.0,39.0,138.0,2,9,4446,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
15455,22129,Positive,0.06481481343507767,0.0,38.0,24.0,2,2,4447,1.6972360803110849,-0.33638976670099674,0.6804231568050441
15455,19469,Matched Negative,0.0,0.0,38.0,27.0,2,2,4447,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
25821,31040,Positive,0.0,0.0,37.0,20.0,2,1,4448,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
25821,34446,Matched Negative,0.0,0.0,37.0,19.0,2,1,4448,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
4966,2305,Positive,0.0,0.0,37.0,67.0,2,7,4449,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
4966,4289,Matched Negative,0.0,0.0,37.0,65.0,2,7,4449,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
24763,17160,Positive,0.0,0.0,39.0,38.0,2,5,4450,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
24763,9711,Matched Negative,0.0,0.0,39.0,37.0,2,5,4450,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
47688,3155,Positive,0.04814772307872772,0.0,36.0,37.0,2,5,4451,1.1394278220449272,-0.33638976670099674,0.40151902767196523
47688,36636,Matched Negative,0.0,0.0,36.0,37.0,2,5,4451,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
27683,19510,Positive,0.0,0.0,38.0,33.0,2,4,4452,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
27683,37925,Matched Negative,0.0,0.0,38.0,33.0,2,4,4452,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
31638,3576,Positive,0.06495065242052078,0.0,39.0,133.0,2,9,4453,1.7017822912126055,-0.33638976670099674,0.6826962622558044
31638,20177,Matched Negative,0.0,0.0,39.0,147.0,2,9,4453,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
1347,28295,Positive,0.0,0.0,37.0,31.0,2,3,4454,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
1347,14523,Matched Negative,0.0,0.0,37.0,31.0,2,3,4454,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
11757,10533,Positive,0.06930693238973618,0.0,39.0,111.0,2,9,4455,1.8475767214457146,-0.33638976670099674,0.7555934773723589
11757,6053,Matched Negative,0.0,0.0,39.0,171.0,2,9,4455,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
44097,1560,Positive,0.0,0.0,36.0,612.0,2,9,4456,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
44097,8958,Matched Negative,0.0,0.0,36.0,175.0,2,9,4456,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
46278,7590,Positive,0.0,0.0,38.0,350.0,2,9,4457,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
46278,4387,Matched Negative,0.0,0.0,38.0,188.0,2,9,4457,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2417,3501,Positive,0.0,0.0,39.0,96.0,2,8,4458,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2417,1903,Matched Negative,0.0,0.0,39.0,91.0,2,8,4458,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2472,35014,Positive,0.0,0.0,38.0,35.0,2,4,4459,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2472,12442,Matched Negative,0.0,0.0,38.0,34.0,2,4,4459,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
12138,1560,Positive,0.0,0.0,37.0,612.0,2,9,4460,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
12138,278,Matched Negative,0.0,0.0,37.0,262.0,2,9,4460,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
44633,32719,Positive,0.0,0.0,37.0,30.0,2,3,4461,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
44633,28285,Matched Negative,0.0,0.0,37.0,29.0,2,3,4461,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
1076,9161,Positive,0.07210884243249893,0.0,37.0,265.0,2,9,4462,1.9413500512444875,-0.33638976670099674,0.8024801422717454
1076,27833,Matched Negative,0.0,0.0,37.0,150.0,2,9,4462,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
22461,18283,Positive,0.0,0.0,39.0,155.0,2,9,4463,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
22461,2776,Matched Negative,0.0,0.0,39.0,133.0,2,9,4463,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
13222,6873,Positive,0.09698276221752167,0.04544287547469139,38.0,228.0,2,9,4464,2.773821560961209,1.9784670978530938,2.3761443294071514
13222,681,Matched Negative,0.0,0.04938271641731262,38.0,935.0,2,9,4464,-0.47196306717492686,2.1791623169828194,0.8535996249039463
27403,36621,Positive,0.0,0.0,38.0,27.0,2,3,4465,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
27403,15626,Matched Negative,0.0,0.0,38.0,29.0,2,3,4465,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
8106,6746,Positive,0.0,0.0,39.0,137.0,2,9,4466,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
8106,9362,Matched Negative,0.0,0.0,39.0,225.0,2,9,4466,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
13079,5062,Positive,0.04357876256108284,0.06666667014360428,38.0,129.0,2,9,4467,0.986515474781906,3.0596056980849746,2.0230605864334406
13079,20453,Matched Negative,0.0,0.0,38.0,165.0,2,9,4467,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17049,9449,Positive,0.0,0.0,37.0,109.0,2,8,4468,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17049,31344,Matched Negative,0.0,0.0,37.0,73.0,2,8,4468,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7411,26045,Positive,0.0,0.0,37.0,16.0,2,0,4469,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7411,7835,Matched Negative,0.0,0.0,37.0,17.0,2,0,4469,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
34904,11282,Positive,0.0,0.0,38.0,103.0,2,8,4470,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
34904,2710,Matched Negative,0.0,0.0,38.0,73.0,2,8,4470,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
35058,15654,Positive,0.0,0.05161505192518234,37.0,253.0,2,9,4471,-0.47196306717492686,2.2928773299612133,0.9104571313931432
35058,2187,Matched Negative,0.0,0.0,37.0,446.0,2,9,4471,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
5249,6904,Positive,0.0,0.0,38.0,56.0,2,7,4472,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
5249,11225,Matched Negative,0.0,0.0,38.0,54.0,2,7,4472,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
11565,22000,Positive,0.0,0.0,39.0,66.0,2,7,4473,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
11565,2882,Matched Negative,0.0,0.0,39.0,61.0,2,7,4473,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
31825,35729,Positive,0.04878048598766327,0.0,37.0,49.0,2,6,4474,1.1606049062619268,-0.33638976670099674,0.41210756978046503
31825,17947,Matched Negative,0.0,0.0,37.0,49.0,2,6,4474,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
15402,30797,Positive,0.07643312215805054,0.06976744532585144,39.0,57.0,2,7,4475,2.086073508692272,3.217558966690554,2.6518162376914134
15402,1284,Matched Negative,0.0,0.0,39.0,69.0,2,7,4475,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38902,2267,Positive,0.0,0.0,38.0,26.0,2,2,4476,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38902,41021,Matched Negative,0.0,0.0,38.0,26.0,2,2,4476,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
29760,5527,Positive,0.0,0.04109589010477066,37.0,743.0,2,9,4477,-0.47196306717492686,1.7570319703757091,0.6425344516003911
29760,1049,Matched Negative,0.0,0.0,37.0,610.0,2,9,4477,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
3645,2273,Positive,0.0,0.0,37.0,27.0,2,2,4478,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
3645,30668,Matched Negative,0.0,0.0,37.0,25.0,2,2,4478,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
39832,6316,Positive,0.036363635212183,0.07692307978868484,37.0,82.0,2,8,4479,0.7450421561876381,3.5820664804317324,2.1635543183096853
39832,27724,Matched Negative,0.0,0.0,37.0,82.0,2,8,4479,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
25233,14393,Positive,0.0,0.0,38.0,69.0,2,7,4480,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
25233,17927,Matched Negative,0.0,0.0,38.0,58.0,2,7,4480,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
30654,4833,Positive,0.029069768264889717,0.043478261679410934,38.0,93.0,2,8,4481,0.500933608690343,1.8783898099901055,1.1896617093402242
30654,29522,Matched Negative,0.0,0.0,38.0,75.0,2,8,4481,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
40658,8462,Positive,0.0,0.0,36.0,46.0,2,6,4482,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
40658,14156,Matched Negative,0.0,0.0,36.0,50.0,2,6,4482,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2459,2804,Positive,0.0,0.0,37.0,115.0,2,9,4483,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
2459,25195,Matched Negative,0.0,0.0,37.0,160.0,2,9,4483,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
42608,30422,Positive,0.0,0.0,37.0,37.0,2,5,4484,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
42608,5033,Matched Negative,0.0,0.0,37.0,38.0,2,5,4484,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
22721,11870,Positive,0.0,0.0,38.0,58.0,2,7,4485,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
22721,12104,Matched Negative,0.0,0.0,38.0,67.0,2,7,4485,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7828,30896,Positive,0.0,0.0,38.0,34.0,2,4,4486,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7828,26942,Matched Negative,0.0,0.0,38.0,34.0,2,4,4486,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
4798,2414,Positive,0.0,0.04854368790984154,39.0,952.0,2,9,4487,-0.47196306717492686,2.136422264118918,0.8322295984719955
4798,24794,Matched Negative,0.0,0.0,39.0,144.0,2,9,4487,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
19336,20386,Positive,0.0,0.0,38.0,108.0,2,8,4488,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
19336,25931,Matched Negative,0.0,0.0,38.0,75.0,2,8,4488,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
35522,3210,Positive,0.11764705926179886,0.0,38.0,9.0,2,0,4489,3.465406912460263,-0.33638976670099674,1.564508572879633
35522,40893,Matched Negative,0.0,0.0,38.0,13.0,2,0,4489,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
5995,2023,Positive,0.0,0.0,38.0,531.0,2,9,4490,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
5995,5777,Matched Negative,0.0,0.0,38.0,112.0,2,9,4490,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
43789,998,Positive,0.0,0.0,37.0,58.0,2,7,4491,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
43789,11444,Matched Negative,0.0,0.0,37.0,56.0,2,7,4491,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
20162,26390,Positive,0.0,0.0,39.0,50.0,2,6,4492,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
20162,32250,Matched Negative,0.0,0.0,39.0,45.0,2,6,4492,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
21501,2734,Positive,0.0,0.0,37.0,595.0,2,9,4493,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
21501,9088,Matched Negative,0.0,0.0,37.0,130.0,2,9,4493,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16393,33393,Positive,0.0,0.0,37.0,24.0,2,2,4494,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
16393,3393,Matched Negative,0.0,0.0,37.0,25.0,2,2,4494,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
5676,32521,Positive,0.0,0.0,38.0,34.0,2,4,4495,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
5676,28139,Matched Negative,0.0,0.032258063554763794,38.0,33.0,2,4,4495,-0.47196306717492686,1.306833710619553,0.417435321722313
47780,14637,Positive,0.0,0.0,38.0,129.0,2,9,4496,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
47780,9760,Matched Negative,0.0,0.0,38.0,161.0,2,9,4496,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
45350,829,Positive,0.09312638640403748,0.0,36.0,131.0,2,9,4497,2.644757745397276,-0.33638976670099674,1.1541839893481396
45350,2014,Matched Negative,0.0,0.0,36.0,198.0,2,9,4497,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7679,2719,Positive,0.0,0.0,39.0,25.0,2,2,4498,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
7679,29387,Matched Negative,0.0,0.0,39.0,26.0,2,2,4498,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
473,5271,Positive,0.0,0.0,39.0,69.0,2,7,4499,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
473,25583,Matched Negative,0.0,0.0,39.0,53.0,2,7,4499,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
10169,11189,Positive,0.058929212391376495,0.0,37.0,48.0,2,6,4500,1.5002588757214645,-0.33638976670099674,0.5819345545102339
10169,23175,Matched Negative,0.0,0.0,37.0,52.0,2,6,4500,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
17525,39909,Positive,0.03809523954987526,0.0,39.0,27.0,2,3,4501,0.8029948749263499,-0.33638976670099674,0.23330255411267659
17525,29083,Matched Negative,0.0,0.0,39.0,28.0,2,3,4501,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41221,12193,Positive,0.0,0.0,37.0,196.0,2,9,4502,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41221,732,Matched Negative,0.0,0.0,37.0,294.0,2,9,4502,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
24003,21450,Positive,0.0,0.0,37.0,34.0,2,4,4503,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
24003,16624,Matched Negative,0.0,0.0,37.0,36.0,2,4,4503,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
25864,28711,Positive,0.0,0.0,38.0,38.0,2,5,4504,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
25864,25435,Matched Negative,0.0,0.0,38.0,42.0,2,5,4504,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
15806,5540,Positive,0.0,0.0,38.0,146.0,2,9,4505,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
15806,12904,Matched Negative,0.0,0.0,38.0,122.0,2,9,4505,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
334,335,Positive,0.05787878856062889,0.0,39.0,23.0,2,1,4506,1.4651036641672563,-0.33638976670099674,0.5643569487331298
334,31687,Matched Negative,0.0,0.0,39.0,22.0,2,1,4506,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
18195,31534,Positive,0.046785712242126465,0.0,39.0,35.0,2,4,4507,1.0938445272849795,-0.33638976670099674,0.3787273802919914
18195,21550,Matched Negative,0.0,0.0,39.0,33.0,2,4,4507,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
15839,21364,Positive,0.0,0.0,37.0,181.0,2,9,4508,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
15839,15307,Matched Negative,0.0,0.0,37.0,116.0,2,9,4508,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
30509,2609,Positive,0.0,0.05824131518602371,39.0,364.0,2,9,4509,-0.47196306717492686,2.6304187120914864,1.0792278224582796
30509,1471,Matched Negative,0.0,0.0,39.0,313.0,2,9,4509,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
45828,938,Positive,0.0,0.0,38.0,458.0,2,9,4510,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
45828,3861,Matched Negative,0.0,0.0,38.0,549.0,2,9,4510,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38660,3917,Positive,0.0,0.0,37.0,385.0,2,9,4511,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
38660,5805,Matched Negative,0.0,0.0,37.0,277.0,2,9,4511,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
45424,33045,Positive,0.0,0.0,38.0,32.0,2,4,4512,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
45424,40835,Matched Negative,0.0,0.0,38.0,33.0,2,4,4512,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
43859,761,Positive,0.08879781514406204,0.05747126415371895,36.0,235.0,2,9,4513,2.499890660400167,2.5911923669368884,2.5455415136685278
43859,1297,Matched Negative,0.0,0.0,36.0,280.0,2,9,4513,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
10830,1208,Positive,0.0,0.0,38.0,473.0,2,9,4514,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
10830,8991,Matched Negative,0.0,0.0,38.0,144.0,2,9,4514,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
34236,7506,Positive,0.08492224663496017,0.05513237044215202,37.0,104.0,2,8,4515,2.370184510518424,2.4720492865942187,2.4211168985563214
34236,10599,Matched Negative,0.0,0.0,37.0,98.0,2,8,4515,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
11944,26182,Positive,0.05913099646568298,0.043056584894657135,37.0,41.0,2,5,4516,1.507012113426921,1.8569096243809429,1.681960868903932
11944,9909,Matched Negative,0.0,0.0,37.0,43.0,2,5,4516,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
26208,24456,Positive,0.0,0.0,38.0,32.0,2,4,4517,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
26208,13349,Matched Negative,0.0,0.0,38.0,36.0,2,4,4517,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
21093,26408,Positive,0.0,0.0,39.0,49.0,2,6,4518,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
21093,18468,Matched Negative,0.0,0.0,39.0,45.0,2,6,4518,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41434,1840,Positive,0.0,0.0,38.0,57.0,2,7,4519,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
41434,2658,Matched Negative,0.0,0.0,38.0,54.0,2,7,4519,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
20430,21445,Positive,0.0,0.0,39.0,26.0,2,2,4520,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
20430,30103,Matched Negative,0.0,0.0,39.0,26.0,2,2,4520,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
28385,3114,Positive,0.0,0.0,38.0,469.0,2,9,4521,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
28385,1619,Matched Negative,0.0,0.0,38.0,247.0,2,9,4521,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
46067,26080,Positive,0.0953722819685936,0.04938271641731262,36.0,31.0,2,3,4522,2.7199225801901377,2.1791623169828194,2.4495424485864783
46067,33498,Matched Negative,0.0,0.0,36.0,27.0,2,3,4522,-0.47196306717492686,-0.33638976670099674,-0.4041764169379618
