user,item,label,alpha_user,alpha_item,user_deg,item_deg,user_deg_decile,item_deg_decile,pair_id
25720,12155,Positive,0.08799692243337631,0.05263157933950424,35.0,111.0,1,9,3264
25720,4047,Matched Negative,0.0,0.0,35.0,168.0,1,9,3264
9403,21214,Positive,0.05376344174146652,0.0,34.0,48.0,1,6,3265
9403,11494,Matched Negative,0.0,0.0,34.0,45.0,1,6,3265
10849,17098,Positive,0.0,0.0,35.0,98.0,1,8,3266
10849,4008,Matched Negative,0.0,0.0,35.0,108.0,1,8,3266
18925,19482,Positive,0.0,0.0,34.0,39.0,1,5,3267
18925,10334,Matched Negative,0.0,0.0,34.0,38.0,1,5,3267
46415,5782,Positive,0.0,0.0,35.0,134.0,1,9,3268
46415,1354,Matched Negative,0.0,0.0,35.0,333.0,1,9,3268
25005,15346,Positive,0.0,0.0,35.0,91.0,1,8,3269
25005,5146,Matched Negative,0.0,0.0,35.0,93.0,1,8,3269
23547,13722,Positive,0.0,0.0,33.0,49.0,1,6,3270
23547,12577,Matched Negative,0.0,0.0,33.0,52.0,1,6,3270
6494,4922,Positive,0.0,0.0,34.0,77.0,1,8,3271
6494,8058,Matched Negative,0.0,0.0,34.0,88.0,1,8,3271
46748,5662,Positive,0.0422535203397274,0.0,33.0,97.0,1,8,3272
46748,31669,Matched Negative,0.0,0.0,33.0,91.0,1,8,3272
38799,2478,Positive,0.06519879400730133,0.0634920671582222,36.0,87.0,1,8,3273
38799,21913,Matched Negative,0.0,0.0,36.0,78.0,1,8,3273
21231,3131,Positive,0.09803921729326248,0.0,34.0,21.0,1,1,3274
21231,34010,Matched Negative,0.0,0.0,34.0,21.0,1,1,3274
24490,24863,Positive,0.0,0.0,34.0,55.0,1,7,3275
24490,17544,Matched Negative,0.0,0.0,34.0,54.0,1,7,3275
45385,39452,Positive,0.05263157933950424,0.0,33.0,25.0,1,2,3276
45385,30903,Matched Negative,0.0,0.0,33.0,23.0,1,2,3276
12818,4416,Positive,0.06012658402323723,0.0,33.0,181.0,1,9,3277
12818,2625,Matched Negative,0.0,0.0,33.0,122.0,1,9,3277
40019,168,Positive,0.0,0.0,35.0,460.0,1,9,3278
40019,12185,Matched Negative,0.0,0.0,35.0,208.0,1,9,3278
3937,13859,Positive,0.08588957041501999,0.0,36.0,85.0,1,8,3279
3937,23906,Matched Negative,0.0,0.0,36.0,97.0,1,8,3279
41696,12055,Positive,0.07446808367967606,0.0,33.0,28.0,1,3,3280
41696,27828,Matched Negative,0.0,0.0,33.0,29.0,1,3,3280
4465,25600,Positive,0.0,0.0,36.0,37.0,1,5,3281
4465,19048,Matched Negative,0.0,0.0,36.0,39.0,1,5,3281
6828,4470,Positive,0.0,0.0,33.0,49.0,1,6,3282
6828,35226,Matched Negative,0.0,0.0,33.0,48.0,1,6,3282
4051,464,Positive,0.034617260098457336,0.054794520139694214,34.0,866.0,1,9,3283
4051,1731,Matched Negative,0.0,0.0,34.0,168.0,1,9,3283
13635,33318,Positive,0.0,0.0,34.0,27.0,1,3,3284
13635,29757,Matched Negative,0.0,0.0,34.0,29.0,1,3,3284
16459,28812,Positive,0.0,0.0,35.0,89.0,1,8,3285
16459,16623,Matched Negative,0.0,0.0,35.0,77.0,1,8,3285
6092,30046,Positive,0.0,0.0,34.0,9.0,1,0,3286
6092,32721,Matched Negative,0.0,0.0,34.0,15.0,1,0,3286
11553,4730,Positive,0.0971243679523468,0.053421538323163986,35.0,144.0,1,9,3287
11553,608,Matched Negative,0.0,0.0,35.0,276.0,1,9,3287
15386,19191,Positive,0.03809523954987526,0.0,33.0,68.0,1,7,3288
15386,3914,Matched Negative,0.0,0.0,33.0,60.0,1,7,3288
8737,3349,Positive,0.0,0.0,33.0,287.0,1,9,3289
8737,244,Matched Negative,0.0,0.0,33.0,114.0,1,9,3289
6785,1588,Positive,0.0,0.0,36.0,46.0,1,6,3290
6785,19272,Matched Negative,0.0,0.0,36.0,45.0,1,6,3290
26772,8331,Positive,0.03372272849082947,0.0,34.0,73.0,1,8,3291
26772,21724,Matched Negative,0.0,0.0,34.0,101.0,1,8,3291
6141,3374,Positive,0.0,0.0,33.0,317.0,1,9,3292
6141,9017,Matched Negative,0.0,0.0,33.0,128.0,1,9,3292
29847,1488,Positive,0.07207207381725311,0.0,36.0,69.0,1,7,3293
29847,10915,Matched Negative,0.0,0.0,36.0,64.0,1,7,3293
16763,13629,Positive,0.0,0.0,33.0,160.0,1,9,3294
16763,10570,Matched Negative,0.0,0.0,33.0,311.0,1,9,3294
22503,27817,Positive,0.0,0.0520833320915699,33.0,50.0,1,6,3295
22503,23043,Matched Negative,0.0,0.0,33.0,43.0,1,6,3295
25194,39946,Positive,0.0,0.0,34.0,17.0,1,0,3296
25194,33815,Matched Negative,0.0,0.0,34.0,17.0,1,0,3296
6992,25121,Positive,0.0,0.0,33.0,73.0,1,8,3297
6992,11453,Matched Negative,0.0,0.0,33.0,74.0,1,8,3297
3750,12564,Positive,0.08178126811981201,0.049081601202487946,35.0,316.0,1,9,3298
3750,10945,Matched Negative,0.0,0.0,35.0,199.0,1,9,3298
5466,2638,Positive,0.04859905689954758,0.0,34.0,330.0,1,9,3299
5466,28786,Matched Negative,0.0,0.0,34.0,129.0,1,9,3299
38620,24688,Positive,0.0,0.0,36.0,77.0,1,8,3300
38620,8529,Matched Negative,0.0,0.0,36.0,79.0,1,8,3300
24311,10566,Positive,0.06841027736663818,0.0,36.0,43.0,1,5,3301
24311,4660,Matched Negative,0.0,0.0,36.0,43.0,1,5,3301
24550,2956,Positive,0.0,0.0,36.0,124.0,1,9,3302
24550,18643,Matched Negative,0.0,0.0,36.0,114.0,1,9,3302
23829,31670,Positive,0.0,0.0,34.0,46.0,1,6,3303
23829,38247,Matched Negative,0.0,0.0,34.0,49.0,1,6,3303
17490,17180,Positive,0.0,0.0,36.0,62.0,1,7,3304
17490,31386,Matched Negative,0.0,0.0,36.0,55.0,1,7,3304
35645,8773,Positive,0.0,0.0,35.0,52.0,1,6,3305
35645,25565,Matched Negative,0.0,0.0,35.0,47.0,1,6,3305
5978,39570,Positive,0.0,0.0,35.0,49.0,1,6,3306
5978,20619,Matched Negative,0.0,0.0,35.0,43.0,1,6,3306
14118,19625,Positive,0.039603959769010544,0.0,36.0,81.0,1,8,3307
14118,36537,Matched Negative,0.0,0.0,36.0,75.0,1,8,3307
32600,15776,Positive,0.07997530698776245,0.05263157933950424,35.0,70.0,1,7,3308
32600,17379,Matched Negative,0.0,0.0,35.0,54.0,1,7,3308
13957,3772,Positive,0.0,0.0,36.0,241.0,1,9,3309
13957,2136,Matched Negative,0.0,0.0,36.0,124.0,1,9,3309
7173,11572,Positive,0.0,0.0,33.0,40.0,1,5,3310
7173,20542,Matched Negative,0.06400000303983688,0.0,33.0,39.0,1,5,3310
9629,17617,Positive,0.03481012582778931,0.0,35.0,66.0,1,7,3311
9629,10446,Matched Negative,0.0,0.0,35.0,70.0,1,7,3311
41891,18458,Positive,0.0,0.0,34.0,57.0,1,7,3312
41891,3766,Matched Negative,0.0,0.0,34.0,54.0,1,7,3312
27191,5579,Positive,0.0,0.0,33.0,152.0,1,9,3313
27191,1291,Matched Negative,0.0,0.0,33.0,181.0,1,9,3313
31969,11345,Positive,0.0,0.0,33.0,26.0,1,2,3314
31969,7410,Matched Negative,0.0,0.0,33.0,27.0,1,2,3314
38102,26490,Positive,0.0,0.0,36.0,32.0,1,4,3315
38102,40434,Matched Negative,0.0,0.0,36.0,32.0,1,4,3315
47699,34697,Positive,0.0,0.0,34.0,23.0,1,2,3316
47699,37525,Matched Negative,0.0,0.0,34.0,24.0,1,2,3316
38012,40206,Positive,0.0,0.0,35.0,15.0,1,0,3317
38012,25678,Matched Negative,0.0,0.0,35.0,12.0,1,0,3317
45142,13566,Positive,0.0,0.0,33.0,51.0,1,6,3318
45142,11013,Matched Negative,0.0,0.0,33.0,47.0,1,6,3318
15875,13520,Positive,0.0559440553188324,0.060527727007865906,33.0,130.0,1,9,3319
15875,3025,Matched Negative,0.0,0.0,33.0,148.0,1,9,3319
24258,21037,Positive,0.04878048598766327,0.0,33.0,46.0,1,6,3320
24258,11473,Matched Negative,0.0,0.0,33.0,47.0,1,6,3320
35278,3120,Positive,0.0,0.0470588244497776,33.0,446.0,1,9,3321
35278,8269,Matched Negative,0.0,0.0,33.0,187.0,1,9,3321
19421,30615,Positive,0.0,0.0,36.0,40.0,1,5,3322
19421,25500,Matched Negative,0.0,0.0,36.0,37.0,1,5,3322
11575,23406,Positive,0.0851665660738945,0.0,33.0,16.0,1,0,3323
11575,40479,Matched Negative,0.0,0.0,33.0,17.0,1,0,3323
13930,4613,Positive,0.05528846010565758,0.0,36.0,336.0,1,9,3324
13930,16738,Matched Negative,0.0,0.0,36.0,151.0,1,9,3324
43559,12947,Positive,0.0,0.0,33.0,107.0,1,8,3325
43559,14292,Matched Negative,0.0,0.0,33.0,97.0,1,8,3325
1102,5109,Positive,0.0,0.0,36.0,256.0,1,9,3326
1102,2969,Matched Negative,0.0,0.0,36.0,251.0,1,9,3326
2300,9376,Positive,0.0,0.0,34.0,85.0,1,8,3327
2300,404,Matched Negative,0.0,0.0,34.0,96.0,1,8,3327
26052,38791,Positive,0.0,0.0,33.0,27.0,1,3,3328
26052,14958,Matched Negative,0.0,0.0,33.0,29.0,1,3,3328
14023,1830,Positive,0.0,0.0,35.0,48.0,1,6,3329
14023,13641,Matched Negative,0.0,0.0,35.0,51.0,1,6,3329
17041,862,Positive,0.06235827878117561,0.0,33.0,25.0,1,2,3330
17041,15224,Matched Negative,0.0,0.0,33.0,26.0,1,2,3330
32305,30605,Positive,0.04109589010477066,0.0,36.0,36.0,1,5,3331
32305,26554,Matched Negative,0.0,0.0,36.0,41.0,1,5,3331
2312,3809,Positive,0.04268292710185051,0.0,36.0,139.0,1,9,3332
2312,9432,Matched Negative,0.0,0.0,36.0,113.0,1,9,3332
19550,21667,Positive,0.0,0.0,33.0,44.0,1,6,3333
19550,18688,Matched Negative,0.0,0.0,33.0,47.0,1,6,3333
45680,9025,Positive,0.0,0.0,34.0,101.0,1,8,3334
45680,15533,Matched Negative,0.0,0.0,34.0,91.0,1,8,3334
15263,16531,Positive,0.0,0.048192769289016724,36.0,292.0,1,9,3335
15263,2471,Matched Negative,0.0,0.0,36.0,318.0,1,9,3335
46399,16002,Positive,0.042429614812135696,0.054794520139694214,35.0,123.0,1,9,3336
46399,3723,Matched Negative,0.0,0.0,35.0,491.0,1,9,3336
11416,29148,Positive,0.04054053872823715,0.0,33.0,38.0,1,5,3337
11416,15467,Matched Negative,0.0,0.0,33.0,43.0,1,5,3337
19469,2150,Positive,0.05830254405736923,0.04545454680919647,35.0,86.0,1,8,3338
19469,10528,Matched Negative,0.0,0.0,35.0,84.0,1,8,3338
28472,13138,Positive,0.10418256372213364,0.050847455859184265,35.0,32.0,1,4,3339
28472,20794,Matched Negative,0.0,0.0,35.0,32.0,1,4,3339
47457,15140,Positive,0.0,0.0,34.0,24.0,1,2,3340
47457,40581,Matched Negative,0.0,0.0,34.0,23.0,1,2,3340
22524,2198,Positive,0.0,0.0,36.0,314.0,1,9,3341
22524,137,Matched Negative,0.0,0.0,36.0,178.0,1,9,3341
29010,7640,Positive,0.03566121682524681,0.0,35.0,149.0,1,9,3342
29010,6497,Matched Negative,0.0,0.0,35.0,187.0,1,9,3342
19889,3343,Positive,0.0,0.0,33.0,24.0,1,2,3343
19889,31638,Matched Negative,0.0,0.0,33.0,24.0,1,2,3343
46233,34578,Positive,0.05882352963089943,0.0,33.0,47.0,1,6,3344
46233,659,Matched Negative,0.0,0.0,33.0,49.0,1,6,3344
47118,13243,Positive,0.0,0.0,33.0,50.0,1,6,3345
47118,31361,Matched Negative,0.0,0.0,33.0,47.0,1,6,3345
16704,294,Positive,0.04052573814988136,0.0,35.0,494.0,1,9,3346
16704,5818,Matched Negative,0.0,0.0,35.0,309.0,1,9,3346
20667,4545,Positive,0.0,0.0,33.0,180.0,1,9,3347
20667,1914,Matched Negative,0.0,0.0,33.0,125.0,1,9,3347
14822,21963,Positive,0.0,0.0,34.0,50.0,1,6,3348
14822,33635,Matched Negative,0.0,0.0,34.0,50.0,1,6,3348
1128,14789,Positive,0.06410256773233414,0.0,35.0,47.0,1,6,3349
1128,29109,Matched Negative,0.0,0.0,35.0,48.0,1,6,3349
28683,22145,Positive,0.0,0.0,33.0,58.0,1,7,3350
28683,11832,Matched Negative,0.0,0.0,33.0,57.0,1,7,3350
16857,24028,Positive,0.0,0.0,35.0,9.0,1,0,3351
16857,29923,Matched Negative,0.0,0.0,35.0,5.0,1,0,3351
33723,9952,Positive,0.0,0.0,35.0,48.0,1,6,3352
33723,2699,Matched Negative,0.0,0.0,35.0,53.0,1,6,3352
6111,1124,Positive,0.05095541477203369,0.0,36.0,71.0,1,8,3353
6111,7032,Matched Negative,0.0,0.0,36.0,74.0,1,8,3353
18278,40099,Positive,0.0,0.0,33.0,27.0,1,3,3354
18278,2741,Matched Negative,0.0,0.0,33.0,31.0,1,3,3354
24694,26097,Positive,0.0,0.0,36.0,34.0,1,4,3355
24694,25880,Matched Negative,0.0,0.0,36.0,32.0,1,4,3355
35978,1291,Positive,0.0,0.0,35.0,181.0,1,9,3356
35978,3206,Matched Negative,0.0,0.0,35.0,304.0,1,9,3356
22277,8105,Positive,0.0,0.0,35.0,21.0,1,1,3357
22277,12724,Matched Negative,0.0,0.0,35.0,19.0,1,1,3357
30484,19872,Positive,0.0,0.0,35.0,134.0,1,9,3358
30484,4676,Matched Negative,0.0,0.0,35.0,240.0,1,9,3358
41891,34460,Positive,0.0,0.0,34.0,77.0,1,8,3359
41891,8118,Matched Negative,0.0,0.0,34.0,107.0,1,8,3359
41422,3808,Positive,0.04767892137169838,0.0533333346247673,33.0,132.0,1,9,3360
41422,16724,Matched Negative,0.0,0.0,33.0,110.0,1,9,3360
9158,28201,Positive,0.06481481343507767,0.0,33.0,48.0,1,6,3361
9158,29907,Matched Negative,0.0,0.0,33.0,46.0,1,6,3361
21241,10072,Positive,0.0,0.0,35.0,125.0,1,9,3362
21241,14070,Matched Negative,0.0,0.0,35.0,159.0,1,9,3362
12202,38672,Positive,0.0,0.0,36.0,54.0,1,7,3363
12202,14901,Matched Negative,0.0,0.0,36.0,62.0,1,7,3363
10195,28752,Positive,0.0,0.0,34.0,66.0,1,7,3364
10195,22529,Matched Negative,0.0,0.04301075264811516,34.0,60.0,1,7,3364
36685,10577,Positive,0.05780346691608429,0.0,36.0,91.0,1,8,3365
36685,30923,Matched Negative,0.0,0.0,36.0,74.0,1,8,3365
47775,23410,Positive,0.0,0.0,33.0,30.0,1,3,3366
47775,21287,Matched Negative,0.0,0.0,33.0,30.0,1,3,3366
12879,6189,Positive,0.050314463675022125,0.0,33.0,126.0,1,9,3367
12879,3408,Matched Negative,0.0,0.0,33.0,265.0,1,9,3367
38551,1547,Positive,0.0,0.0,35.0,159.0,1,9,3368
38551,2381,Matched Negative,0.0,0.0,35.0,137.0,1,9,3368
3332,17599,Positive,0.04878048598766327,0.0,34.0,21.0,1,1,3369
3332,16293,Matched Negative,0.0,0.0,34.0,23.0,1,1,3369
15883,15064,Positive,0.0,0.0,35.0,41.0,1,5,3370
15883,5534,Matched Negative,0.0,0.0,35.0,42.0,1,5,3370
15810,26861,Positive,0.1482698768377304,0.11435480415821075,34.0,23.0,1,1,3371
15810,28993,Matched Negative,0.0,0.0,34.0,22.0,1,1,3371
38058,15416,Positive,0.0,0.0,36.0,41.0,1,5,3372
38058,12112,Matched Negative,0.0,0.0,36.0,40.0,1,5,3372
46217,513,Positive,0.0,0.0,34.0,274.0,1,9,3373
46217,14926,Matched Negative,0.0,0.0,34.0,123.0,1,9,3373
25576,17626,Positive,0.0,0.0,34.0,33.0,1,4,3374
25576,30084,Matched Negative,0.0,0.0,34.0,31.0,1,4,3374
43327,8017,Positive,0.05263157933950424,0.0,35.0,58.0,1,7,3375
43327,26493,Matched Negative,0.0,0.0,35.0,53.0,1,7,3375
24072,13667,Positive,0.0612010732293129,0.04878048598766327,33.0,97.0,1,8,3376
24072,8525,Matched Negative,0.0,0.0,33.0,98.0,1,8,3376
22830,5784,Positive,0.0,0.0,36.0,109.0,1,8,3377
22830,6271,Matched Negative,0.0,0.0,36.0,99.0,1,8,3377
14748,11402,Positive,0.04123711213469505,0.0,35.0,49.0,1,6,3378
14748,22792,Matched Negative,0.0,0.0,35.0,44.0,1,6,3378
46971,12434,Positive,0.0,0.0,35.0,45.0,1,6,3379
46971,8590,Matched Negative,0.0,0.0,35.0,48.0,1,6,3379
24396,3710,Positive,0.0,0.0,34.0,75.0,1,8,3380
24396,3280,Matched Negative,0.0,0.0,34.0,101.0,1,8,3380
34042,28333,Positive,0.0,0.0,34.0,51.0,1,6,3381
34042,13911,Matched Negative,0.0,0.0,34.0,52.0,1,6,3381
6404,10090,Positive,0.0,0.0,36.0,86.0,1,8,3382
6404,10770,Matched Negative,0.0,0.0,36.0,80.0,1,8,3382
18201,31919,Positive,0.0,0.0,34.0,36.0,1,5,3383
18201,17609,Matched Negative,0.0,0.0,34.0,37.0,1,5,3383
17613,20826,Positive,0.05970149114727974,0.0,35.0,45.0,1,6,3384
17613,40500,Matched Negative,0.0,0.0,35.0,45.0,1,6,3384
41742,29780,Positive,0.06521739065647125,0.0,33.0,22.0,1,1,3385
41742,13382,Matched Negative,0.0,0.0,33.0,22.0,1,1,3385
42387,10745,Positive,0.0,0.0,35.0,70.0,1,7,3386
42387,36530,Matched Negative,0.0,0.0,35.0,53.0,1,7,3386
13148,2819,Positive,0.0,0.0,33.0,327.0,1,9,3387
13148,2010,Matched Negative,0.0,0.0,33.0,234.0,1,9,3387
7001,37391,Positive,0.0,0.0,36.0,20.0,1,1,3388
7001,38838,Matched Negative,0.0,0.0,36.0,19.0,1,1,3388
35978,16377,Positive,0.0,0.0,35.0,93.0,1,8,3389
35978,20342,Matched Negative,0.0,0.0,35.0,75.0,1,8,3389
22938,35427,Positive,0.0,0.0,35.0,26.0,1,2,3390
22938,38069,Matched Negative,0.0,0.0,35.0,23.0,1,2,3390
2512,1581,Positive,0.0,0.0,34.0,313.0,1,9,3391
2512,4004,Matched Negative,0.0,0.0,34.0,218.0,1,9,3391
12746,26318,Positive,0.0,0.04109589010477066,33.0,92.0,1,8,3392
12746,16578,Matched Negative,0.0,0.0,33.0,72.0,1,8,3392
27482,7634,Positive,0.0,0.0,36.0,39.0,1,5,3393
27482,36658,Matched Negative,0.0,0.0,36.0,37.0,1,5,3393
9385,18502,Positive,0.0,0.0,36.0,18.0,1,0,3394
9385,29322,Matched Negative,0.0,0.0,36.0,18.0,1,0,3394
2037,22813,Positive,0.057692307978868484,0.0,36.0,35.0,1,4,3395
2037,24465,Matched Negative,0.0,0.0,36.0,36.0,1,4,3395
29638,1107,Positive,0.03280840069055557,0.0,35.0,678.0,1,9,3396
29638,17509,Matched Negative,0.0,0.0,35.0,160.0,1,9,3396
8877,28421,Positive,0.0,0.0,35.0,45.0,1,6,3397
8877,1752,Matched Negative,0.0,0.0,35.0,46.0,1,6,3397
45708,75,Positive,0.0,0.0,34.0,48.0,1,6,3398
45708,22875,Matched Negative,0.0,0.0,34.0,44.0,1,6,3398
22401,37563,Positive,0.0,0.0,36.0,13.0,1,0,3399
22401,38266,Matched Negative,0.0,0.0,36.0,12.0,1,0,3399
8719,13323,Positive,0.0,0.05303828418254852,35.0,228.0,1,9,3400
8719,451,Matched Negative,0.0,0.0,35.0,186.0,1,9,3400
6919,8526,Positive,0.03883495181798935,0.0,36.0,32.0,1,4,3401
6919,10085,Matched Negative,0.0,0.0,36.0,35.0,1,4,3401
5701,161,Positive,0.0,0.0,35.0,364.0,1,9,3402
5701,19220,Matched Negative,0.0,0.0,35.0,129.0,1,9,3402
5303,18507,Positive,0.0,0.0,35.0,42.0,1,5,3403
5303,18125,Matched Negative,0.0,0.0,35.0,37.0,1,5,3403
45539,6046,Positive,0.0,0.0,34.0,47.0,1,6,3404
45539,18935,Matched Negative,0.0,0.0,34.0,49.0,1,6,3404
10474,24051,Positive,0.06476287543773651,0.0,35.0,40.0,1,5,3405
10474,19070,Matched Negative,0.0,0.0,35.0,37.0,1,5,3405
1711,5948,Positive,0.0,0.0,34.0,222.0,1,9,3406
1711,3283,Matched Negative,0.0,0.0,34.0,228.0,1,9,3406
4843,10109,Positive,0.0,0.0,36.0,60.0,1,7,3407
4843,1531,Matched Negative,0.0,0.0,36.0,60.0,1,7,3407
2638,35634,Positive,0.11688312143087387,0.0,35.0,16.0,1,0,3408
2638,28145,Matched Negative,0.0,0.0,35.0,10.0,1,0,3408
24432,3161,Positive,0.0,0.0,36.0,148.0,1,9,3409
24432,18970,Matched Negative,0.0,0.0,36.0,137.0,1,9,3409
43830,13944,Positive,0.0,0.0,35.0,106.0,1,8,3410
43830,21195,Matched Negative,0.0,0.0,35.0,106.0,1,8,3410
47021,30883,Positive,0.044096384197473526,0.08737864345312119,34.0,42.0,1,5,3411
47021,12773,Matched Negative,0.0,0.0,34.0,42.0,1,5,3411
5615,10235,Positive,0.03484320640563965,0.0,35.0,128.0,1,9,3412
5615,933,Matched Negative,0.0,0.0,35.0,197.0,1,9,3412
3860,7198,Positive,0.06737443059682846,0.03883495181798935,35.0,29.0,1,3,3413
3860,28881,Matched Negative,0.0,0.0,35.0,31.0,1,3,3413
14331,3644,Positive,0.0,0.0,35.0,306.0,1,9,3414
14331,11274,Matched Negative,0.0,0.0,35.0,140.0,1,9,3414
12866,8317,Positive,0.0,0.0,33.0,220.0,1,9,3415
12866,3122,Matched Negative,0.0,0.0,33.0,314.0,1,9,3415
33086,8451,Positive,0.0,0.0,35.0,46.0,1,6,3416
33086,21239,Matched Negative,0.0,0.0,35.0,44.0,1,6,3416
25435,2187,Positive,0.0,0.0,33.0,446.0,1,9,3417
25435,9083,Matched Negative,0.0,0.0,33.0,149.0,1,9,3417
10563,12172,Positive,0.0,0.0,33.0,53.0,1,6,3418
10563,14252,Matched Negative,0.0,0.0,33.0,47.0,1,6,3418
17744,11356,Positive,0.0,0.0,35.0,85.0,1,8,3419
17744,24621,Matched Negative,0.0,0.0,35.0,74.0,1,8,3419
16052,17773,Positive,0.04430379718542099,0.06666667014360428,33.0,70.0,1,7,3420
16052,27771,Matched Negative,0.0,0.0,33.0,57.0,1,7,3420
9149,9153,Positive,0.0,0.0,34.0,133.0,1,9,3421
9149,2062,Matched Negative,0.0,0.0,34.0,409.0,1,9,3421
46447,23388,Positive,0.0,0.0,33.0,27.0,1,2,3422
46447,8119,Matched Negative,0.0,0.0,33.0,26.0,1,2,3422
35257,11771,Positive,0.042226485908031464,0.0,35.0,231.0,1,9,3423
35257,5808,Matched Negative,0.0,0.0,35.0,123.0,1,9,3423
8159,32283,Positive,0.04134697467088699,0.07692307978868484,34.0,27.0,1,3,3424
8159,27112,Matched Negative,0.0,0.0,34.0,27.0,1,3,3424
37765,26150,Positive,0.0,0.043478261679410934,36.0,41.0,1,5,3425
37765,22450,Matched Negative,0.0,0.0,36.0,37.0,1,5,3425
29331,247,Positive,0.10580204427242279,0.0,33.0,109.0,1,8,3426
29331,11131,Matched Negative,0.0,0.0,33.0,74.0,1,8,3426
5152,19784,Positive,0.07594936341047287,0.0,36.0,36.0,1,4,3427
5152,5940,Matched Negative,0.0,0.0,36.0,35.0,1,4,3427
44799,16304,Positive,0.03076923079788685,0.0,35.0,38.0,1,5,3428
44799,19945,Matched Negative,0.0,0.0,35.0,38.0,1,5,3428
22841,17580,Positive,0.2970297038555145,0.0,33.0,78.0,1,8,3429
22841,15591,Matched Negative,0.0,0.0,33.0,88.0,1,8,3429
38356,5408,Positive,0.0,0.0,36.0,261.0,1,9,3430
38356,16767,Matched Negative,0.0,0.0,36.0,306.0,1,9,3430
11560,4065,Positive,0.0,0.0,34.0,199.0,1,9,3431
11560,32792,Matched Negative,0.0,0.0,34.0,117.0,1,9,3431
39715,21206,Positive,0.0,0.0,33.0,46.0,1,6,3432
39715,13501,Matched Negative,0.0,0.0,33.0,49.0,1,6,3432
23507,2760,Positive,0.0,0.0,36.0,55.0,1,7,3433
23507,27005,Matched Negative,0.0,0.0,36.0,66.0,1,7,3433
35518,21397,Positive,0.06306306272745132,0.0,33.0,37.0,1,5,3434
35518,2840,Matched Negative,0.0,0.0,33.0,39.0,1,5,3434
10983,2669,Positive,0.0,0.0,34.0,108.0,1,8,3435
10983,13517,Matched Negative,0.0,0.0,34.0,93.0,1,8,3435
23856,5400,Positive,0.0,0.0,35.0,563.0,1,9,3436
23856,5384,Matched Negative,0.0,0.0,35.0,132.0,1,9,3436
7246,21748,Positive,0.06756756454706192,0.0,34.0,46.0,1,6,3437
7246,8874,Matched Negative,0.0,0.0,34.0,52.0,1,6,3437
38308,23626,Positive,0.0,0.06691648811101913,36.0,170.0,1,9,3438
38308,4665,Matched Negative,0.0,0.0,36.0,198.0,1,9,3438
25952,36623,Positive,0.10178372263908386,0.045098040252923965,36.0,23.0,1,2,3439
25952,7354,Matched Negative,0.0,0.0,36.0,24.0,1,2,3439
27329,9214,Positive,0.0,0.0,35.0,93.0,1,8,3440
27329,10879,Matched Negative,0.0,0.0,35.0,80.0,1,8,3440
25534,9943,Positive,0.0,0.0,34.0,29.0,1,3,3441
25534,37285,Matched Negative,0.0,0.0,34.0,27.0,1,3,3441
29229,1581,Positive,0.0,0.0,33.0,313.0,1,9,3442
29229,139,Matched Negative,0.0,0.0,33.0,184.0,1,9,3442
14562,36687,Positive,0.0,0.0,36.0,46.0,1,6,3443
14562,27118,Matched Negative,0.0,0.0,36.0,43.0,1,6,3443
12405,10698,Positive,0.0,0.0,33.0,28.0,1,3,3444
12405,25875,Matched Negative,0.0,0.0,33.0,30.0,1,3,3444
28571,28384,Positive,0.11901595443487167,0.06584751605987549,34.0,47.0,1,6,3445
28571,28218,Matched Negative,0.0,0.0,34.0,43.0,1,6,3445
14610,16851,Positive,0.06923077255487442,0.0446428582072258,35.0,66.0,1,7,3446
14610,16998,Matched Negative,0.0,0.0,35.0,58.0,1,7,3446
26342,19716,Positive,0.0,0.0,35.0,57.0,1,7,3447
26342,15865,Matched Negative,0.0,0.0,35.0,66.0,1,7,3447
6309,8081,Positive,0.07755398005247116,0.04565972089767456,35.0,420.0,1,9,3448
6309,3396,Matched Negative,0.0,0.0,35.0,132.0,1,9,3448
20806,23432,Positive,0.0,0.0,35.0,81.0,1,8,3449
20806,1249,Matched Negative,0.0,0.0,35.0,73.0,1,8,3449
40731,6325,Positive,0.07104795426130295,0.04615384712815285,33.0,147.0,1,9,3450
40731,9341,Matched Negative,0.0,0.0,33.0,182.0,1,9,3450
28591,23939,Positive,0.0,0.0,36.0,52.0,1,6,3451
28591,21451,Matched Negative,0.0,0.0,36.0,49.0,1,6,3451
387,6519,Positive,0.0,0.051948051899671555,35.0,39.0,1,5,3452
387,20703,Matched Negative,0.0,0.0,35.0,38.0,1,5,3452
39879,24674,Positive,0.06593406945466995,0.07042253762483597,33.0,54.0,1,7,3453
39879,16962,Matched Negative,0.0,0.0,33.0,69.0,1,7,3453
27142,36857,Positive,0.0,0.0,33.0,18.0,1,0,3454
27142,8643,Matched Negative,0.0,0.0,33.0,15.0,1,0,3454
27496,37326,Positive,0.0,0.0,35.0,26.0,1,2,3455
27496,3335,Matched Negative,0.0,0.0,35.0,26.0,1,2,3455
2386,182,Positive,0.0,0.0,35.0,211.0,1,9,3456
2386,15899,Matched Negative,0.0,0.0,35.0,114.0,1,9,3456
39091,3165,Positive,0.0,0.0,35.0,108.0,1,8,3457
39091,10065,Matched Negative,0.0,0.0,35.0,75.0,1,8,3457
38356,38518,Positive,0.0,0.0,36.0,17.0,1,0,3458
38356,29868,Matched Negative,0.0,0.0,36.0,18.0,1,0,3458
